timestamp_ms,id,signal_name,value
2841,106,Roll,0.6879
2841,113,GyroX,0.0023
2841,114,GyroY,-0.0004
2841,115,GyroZ,-0.0088
2841,101,AccelX,0.4910
2841,102,AccelY,-0.1322
2841,103,AccelZ,-9.7999
2858,33,SIM-IN17,26.0000
2858,34,SIM-IN18,8.0000
2858,35,SIM-IN19,3154.0000
2858,36,SIM-IN20,2960.0000
2861,104,Yaw,-150.4180
2861,105,Pitch,2.8184
2861,106,Roll,0.6884
2861,113,GyroX,0.0008
2861,114,GyroY,0.0000
2861,115,GyroZ,-0.0079
2861,101,AccelX,0.4752
2861,102,AccelY,-0.1241
2861,103,AccelZ,-9.8008
2868,13,OilTemp,69.9000
2868,16,OilPres,-0.3000
2868,17,AFR,785.1000
2878,20,APPS1,1705.0000
2878,21,SIM-IN2,13.0000
2878,22,SIM-IN3,24.0000
2878,23,SIM-IN4,15.0000
2881,104,Yaw,-150.4253
2881,105,Pitch,2.8208
2881,106,Roll,0.6884
2881,113,GyroX,0.0003
2881,114,GyroY,-0.0001
2881,115,GyroZ,-0.0075
2881,101,AccelX,0.4926
2881,102,AccelY,-0.1217
2881,103,AccelZ,-9.8267
2887,18,BatV,13.7000
2898,12,CLT1,69.6000
2898,14,MAP,99.8000
2898,15,MAT,65.0000
2901,104,Yaw,-150.4306
2901,105,Pitch,2.8203
2901,106,Roll,0.6905
2901,113,GyroX,-0.0004
2901,114,GyroY,0.0009
2901,115,GyroZ,-0.0072
2901,101,AccelX,0.4641
2901,102,AccelY,-0.1314
2901,103,AccelZ,-9.8094
2907,11,RPM,0.0000
2917,11,RPM,0.0000
2921,104,Yaw,-150.4360
2921,105,Pitch,2.8153
2921,106,Roll,0.6953
2921,113,GyroX,-0.0000
2921,114,GyroY,0.0004
2921,115,GyroZ,-0.0068
2921,101,AccelX,0.4813
2921,102,AccelY,-0.1261
2921,103,AccelZ,-9.8478
2927,11,RPM,0.0000
2937,11,RPM,0.0000
2941,104,Yaw,-150.4416
2941,105,Pitch,2.8171
2941,106,Roll,0.6932
2941,113,GyroX,0.0003
2941,114,GyroY,-0.0003
2941,115,GyroZ,-0.0078
2941,101,AccelX,0.4821
2941,102,AccelY,-0.1101
2941,103,AccelZ,-9.8127
2947,11,RPM,0.0000
2957,11,RPM,0.0000
2961,104,Yaw,-150.4448
2961,105,Pitch,2.8177
2961,106,Roll,0.6896
2961,113,GyroX,0.0004
2961,114,GyroY,0.0005
2961,115,GyroZ,-0.0068
2961,101,AccelX,0.4803
2961,102,AccelY,-0.1053
2961,103,AccelZ,-9.8244
2967,11,RPM,0.0000
3221,11,RPM,0.0000
3221,104,Yaw,-150.4525
3221,105,Pitch,2.8166
3221,106,Roll,0.6897
3221,113,GyroX,-0.0007
3221,114,GyroY,-0.0006
3221,115,GyroZ,-0.0070
3221,101,AccelX,0.4824
3221,102,AccelY,-0.1563
3221,103,AccelZ,-9.8414
3221,104,Yaw,-150.4542
3221,105,Pitch,2.8137
3221,106,Roll,0.6970
3221,113,GyroX,-0.0008
3221,114,GyroY,0.0001
3221,115,GyroZ,-0.0058
3221,101,AccelX,0.4825
3221,102,AccelY,-0.1646
3221,103,AccelZ,-9.8345
3221,104,Yaw,-150.4617
3221,105,Pitch,2.8162
3221,106,Roll,0.7068
3221,113,GyroX,0.0002
3221,114,GyroY,0.0008
3221,115,GyroZ,-0.0055
3221,101,AccelX,0.5028
3221,102,AccelY,-0.1698
3221,103,AccelZ,-9.8105
3222,104,Yaw,-150.4731
3222,105,Pitch,2.8205
3222,106,Roll,0.7082
3222,113,GyroX,-0.0002
3222,114,GyroY,0.0019
3222,115,GyroZ,-0.0074
3222,101,AccelX,0.5002
3222,102,AccelY,-0.1002
3222,103,AccelZ,-9.7909
3222,104,Yaw,-150.5234
3222,105,Pitch,2.8158
3222,106,Roll,0.7063
3222,113,GyroX,-0.0015
3222,114,GyroY,-0.0002
3222,115,GyroZ,-0.0064
3222,101,AccelX,0.5049
3222,102,AccelY,-0.0890
3222,103,AccelZ,-9.8260
3231,11,RPM,0.0000
3241,33,SIM-IN17,18.0000
3241,34,SIM-IN18,7.0000
3241,35,SIM-IN19,3164.0000
3241,36,SIM-IN20,2957.0000
3246,104,Yaw,-150.5304
3246,105,Pitch,2.8198
3246,106,Roll,0.6962
3246,113,GyroX,-0.0001
3246,114,GyroY,0.0006
3246,115,GyroZ,-0.0062
3246,101,AccelX,0.4947
3246,102,AccelY,-0.0559
3246,103,AccelZ,-9.7657
3250,11,RPM,0.0000
3261,20,APPS1,1712.0000
3261,21,SIM-IN2,13.0000
3261,22,SIM-IN3,25.0000
3261,23,SIM-IN4,15.0000
3261,104,Yaw,-150.5374
3261,105,Pitch,2.8223
3261,106,Roll,0.6885
3261,113,GyroX,0.0003
3261,114,GyroY,-0.0008
3261,115,GyroZ,-0.0072
3261,101,AccelX,0.4900
3261,102,AccelY,-0.0969
3261,103,AccelZ,-9.8433
3270,33,SIM-IN17,15.0000
3271,34,SIM-IN18,4.0000
3271,35,SIM-IN19,3151.0000
3271,36,SIM-IN20,2954.0000
3281,20,APPS1,1703.0000
3281,21,SIM-IN2,14.0000
3281,22,SIM-IN3,25.0000
3281,23,SIM-IN4,16.0000
3281,104,Yaw,-150.5464
3281,105,Pitch,2.8207
3281,106,Roll,0.6806
3281,113,GyroX,0.0014
3281,114,GyroY,-0.0002
3281,115,GyroZ,-0.0068
3281,101,AccelX,0.4787
3281,102,AccelY,-0.1047
3281,103,AccelZ,-9.8560
3290,20,APPS1,1708.0000
3291,21,SIM-IN2,13.0000
3291,22,SIM-IN3,24.0000
3291,23,SIM-IN4,16.0000
3301,11,RPM,0.0000
3301,104,Yaw,-150.5554
3301,105,Pitch,2.8172
3301,106,Roll,0.6866
3301,113,GyroX,0.0030
3301,114,GyroY,-0.0009
3301,115,GyroZ,-0.0081
3301,101,AccelX,0.4638
3301,102,AccelY,-0.1210
3301,103,AccelZ,-9.8396
3310,20,APPS1,1712.0000
3311,21,SIM-IN2,15.0000
3311,22,SIM-IN3,25.0000
3311,23,SIM-IN4,16.0000
3321,11,RPM,0.0000
3321,104,Yaw,-150.5627
3321,105,Pitch,2.8111
3321,106,Roll,0.6938
3321,113,GyroX,0.0023
3321,114,GyroY,0.0003
3321,115,GyroZ,-0.0075
3321,101,AccelX,0.4542
3321,102,AccelY,-0.1540
3321,103,AccelZ,-9.7893
3330,20,APPS1,1706.0000
3331,21,SIM-IN2,14.0000
3331,22,SIM-IN3,25.0000
3331,23,SIM-IN4,15.0000
3341,29,BS2,851999.0000
3341,30,SIM-IN14,15.0000
3341,31,SIM-IN15,13.0000
3341,32,SIM-IN16,17.0000
3341,104,Yaw,-150.5694
3341,105,Pitch,2.8114
3341,106,Roll,0.7009
3341,113,GyroX,-0.0009
3341,114,GyroY,0.0009
3341,115,GyroZ,-0.0075
3341,101,AccelX,0.4903
3341,102,AccelY,-0.1553
3341,103,AccelZ,-9.8349
3350,20,APPS1,1707.0000
3351,21,SIM-IN2,15.0000
3351,22,SIM-IN3,25.0000
3351,23,SIM-IN4,16.0000
3361,20,APPS1,1707.0000
3361,21,SIM-IN2,14.0000
3361,22,SIM-IN3,25.0000
3361,23,SIM-IN4,16.0000
3361,104,Yaw,-150.5771
3361,105,Pitch,2.8120
3361,106,Roll,0.7094
3361,113,GyroX,0.0004
3361,114,GyroY,-0.0014
3361,115,GyroZ,-0.0065
3361,101,AccelX,0.4895
3361,102,AccelY,-0.1761
3361,103,AccelZ,-9.8096
3370,20,APPS1,1707.0000
3371,21,SIM-IN2,14.0000
3371,22,SIM-IN3,25.0000
3371,23,SIM-IN4,15.0000
3380,20,APPS1,1707.0000
3381,21,SIM-IN2,15.0000
3381,22,SIM-IN3,25.0000
3381,23,SIM-IN4,15.0000
3381,104,Yaw,-150.5841
3381,105,Pitch,2.8118
3381,106,Roll,0.7137
3381,113,GyroX,0.0005
3381,114,GyroY,0.0002
3381,115,GyroZ,-0.0064
3381,101,AccelX,0.4748
3381,102,AccelY,-0.1167
3381,103,AccelZ,-9.8476
3390,11,RPM,0.0000
3400,20,APPS1,1711.0000
3401,21,SIM-IN2,14.0000
3401,22,SIM-IN3,25.0000
3401,23,SIM-IN4,14.0000
3401,104,Yaw,-150.5807
3401,105,Pitch,2.8078
3401,106,Roll,0.7087
3401,113,GyroX,0.0002
3401,114,GyroY,-0.0006
3401,115,GyroZ,-0.0069
3401,101,AccelX,0.4822
3401,102,AccelY,-0.0683
3401,103,AccelZ,-9.7672
3420,13,OilTemp,69.9000
3421,16,OilPres,-0.4000
3421,17,AFR,785.3000
3421,104,Yaw,-150.5806
3421,105,Pitch,2.8060
3421,106,Roll,0.7007
3421,113,GyroX,0.0017
3421,114,GyroY,-0.0025
3421,115,GyroZ,-0.0069
3421,101,AccelX,0.4734
3421,102,AccelY,-0.0939
3421,103,AccelZ,-9.8032
3430,20,APPS1,1710.0000
3431,21,SIM-IN2,14.0000
3431,22,SIM-IN3,25.0000
3431,23,SIM-IN4,15.0000
3440,13,OilTemp,69.9000
3441,16,OilPres,-0.4000
3441,17,AFR,785.3000
3441,104,Yaw,-150.5846
3441,105,Pitch,2.8064
3441,106,Roll,0.6990
3441,113,GyroX,0.0028
3441,114,GyroY,-0.0014
3441,115,GyroZ,-0.0069
3441,101,AccelX,0.4702
3441,102,AccelY,-0.1097
3441,103,AccelZ,-9.8435
3450,13,OilTemp,69.9000
3451,16,OilPres,-0.4000
3451,17,AFR,785.3000
3461,104,Yaw,-150.5917
3461,105,Pitch,2.8083
3461,106,Roll,0.7002
3461,113,GyroX,0.0029
3461,114,GyroY,0.0007
3461,115,GyroZ,-0.0064
3461,101,AccelX,0.5183
3461,102,AccelY,-0.1537
3461,103,AccelZ,-9.8429
3470,13,OilTemp,69.9000
3471,16,OilPres,-0.4000
3471,17,AFR,785.3000
3480,33,SIM-IN17,17.0000
3481,34,SIM-IN18,7.0000
3481,35,SIM-IN19,3151.0000
3481,36,SIM-IN20,2967.0000
3481,104,Yaw,-150.5940
3481,105,Pitch,2.8108
3481,106,Roll,0.7047
3481,113,GyroX,0.0008
3481,114,GyroY,0.0008
3481,115,GyroZ,-0.0069
3481,101,AccelX,0.4864
3481,102,AccelY,-0.1309
3481,103,AccelZ,-9.8309
3490,13,OilTemp,69.9000
3491,16,OilPres,-0.4000
3491,17,AFR,785.3000
3500,33,SIM-IN17,17.0000
3501,34,SIM-IN18,10.0000
3501,35,SIM-IN19,3155.0000
3501,36,SIM-IN20,2968.0000
3501,104,Yaw,-150.5909
3501,105,Pitch,2.8119
3501,106,Roll,0.7095
3501,113,GyroX,-0.0001
3501,114,GyroY,-0.0007
3501,115,GyroZ,-0.0061
3501,101,AccelX,0.4519
3501,102,AccelY,-0.1620
3501,103,AccelZ,-9.7109
3510,13,OilTemp,69.9000
3511,16,OilPres,-0.4000
3511,17,AFR,785.3000
3520,20,APPS1,1705.0000
3521,21,SIM-IN2,14.0000
3521,22,SIM-IN3,24.0000
3521,23,SIM-IN4,15.0000
3521,104,Yaw,-150.5858
3521,105,Pitch,2.8064
3521,106,Roll,0.7137
3521,113,GyroX,-0.0008
3521,114,GyroY,-0.0010
3521,115,GyroZ,-0.0065
3521,101,AccelX,0.4407
3521,102,AccelY,-0.1452
3521,103,AccelZ,-9.8154
3530,13,OilTemp,69.9000
3531,16,OilPres,-0.4000
3531,17,AFR,785.3000
3541,104,Yaw,-150.5867
3541,105,Pitch,2.8057
3541,106,Roll,0.7154
3541,113,GyroX,0.0007
3541,114,GyroY,-0.0015
3541,115,GyroZ,-0.0060
3541,101,AccelX,0.5497
3541,102,AccelY,-0.1341
3541,103,AccelZ,-9.9200
3551,29,BS2,1507359.0000
3551,30,SIM-IN14,14.0000
3551,31,SIM-IN15,23.0000
3551,32,SIM-IN16,19.0000
3561,104,Yaw,-150.5884
3561,105,Pitch,2.8105
3561,106,Roll,0.7122
3561,113,GyroX,-0.0005
3561,114,GyroY,0.0013
3561,115,GyroZ,-0.0055
3561,101,AccelX,0.4743
3561,102,AccelY,-0.0753
3561,103,AccelZ,-9.8486
3570,20,APPS1,1706.0000
3571,21,SIM-IN2,15.0000
3571,22,SIM-IN3,25.0000
3571,23,SIM-IN4,16.0000
3581,104,Yaw,-150.5898
3581,105,Pitch,2.8086
3581,106,Roll,0.7045
3581,113,GyroX,-0.0021
3581,114,GyroY,0.0007
3581,115,GyroZ,-0.0085
3581,101,AccelX,0.4271
3581,102,AccelY,-0.0947
3581,103,AccelZ,-9.7130
3590,20,APPS1,1706.0000
3591,21,SIM-IN2,15.0000
3591,22,SIM-IN3,25.0000
3591,23,SIM-IN4,15.0000
3600,11,RPM,0.0000
3601,104,Yaw,-150.5908
3601,105,Pitch,2.8026
3601,106,Roll,0.7040
3601,113,GyroX,-0.0001
3601,114,GyroY,-0.0011
3601,115,GyroZ,-0.0054
3601,101,AccelX,0.4832
3601,102,AccelY,-0.1434
3601,103,AccelZ,-9.7623
3610,11,RPM,0.0000
3620,33,SIM-IN17,14.0000
3621,34,SIM-IN18,5.0000
3621,35,SIM-IN19,3152.0000
3621,36,SIM-IN20,2971.0000
3621,104,Yaw,-150.5947
3621,105,Pitch,2.8096
3621,106,Roll,0.7086
3621,113,GyroX,0.0028
3621,114,GyroY,0.0021
3621,115,GyroZ,-0.0068
3621,101,AccelX,0.5364
3621,102,AccelY,-0.1457
3621,103,AccelZ,-9.9233
3630,11,RPM,0.0000
3640,20,APPS1,1710.0000
3641,21,SIM-IN2,13.0000
3641,22,SIM-IN3,24.0000
3641,23,SIM-IN4,15.0000
3641,104,Yaw,-150.6004
3641,105,Pitch,2.8156
3641,106,Roll,0.7084
3641,113,GyroX,0.0007
3641,114,GyroY,0.0026
3641,115,GyroZ,-0.0072
3641,101,AccelX,0.4720
3641,102,AccelY,-0.0844
3641,103,AccelZ,-9.8879
3660,11,RPM,0.0000
3660,104,Yaw,-150.6011
3660,105,Pitch,2.8116
3660,106,Roll,0.7044
3660,113,GyroX,-0.0028
3660,114,GyroY,-0.0012
3660,115,GyroZ,-0.0071
3660,101,AccelX,0.4503
3660,102,AccelY,-0.1105
3660,103,AccelZ,-9.7708
3669,20,APPS1,1708.0000
3670,21,SIM-IN2,12.0000
3670,22,SIM-IN3,24.0000
3670,23,SIM-IN4,15.0000
3679,11,RPM,0.0000
3680,104,Yaw,-150.6043
3680,105,Pitch,2.8080
3680,106,Roll,0.7049
3680,113,GyroX,-0.0030
3680,114,GyroY,0.0014
3680,115,GyroZ,-0.0072
3680,101,AccelX,0.4684
3680,102,AccelY,-0.1605
3680,103,AccelZ,-9.7458
3699,33,SIM-IN17,16.0000
3700,34,SIM-IN18,2.0000
3700,35,SIM-IN19,3143.0000
3700,36,SIM-IN20,2961.0000
3700,104,Yaw,-150.6134
3700,105,Pitch,2.8140
3700,106,Roll,0.7088
3700,113,GyroX,0.0000
3700,114,GyroY,0.0016
3700,115,GyroZ,-0.0058
3700,101,AccelX,0.5363
3700,102,AccelY,-0.1202
3700,103,AccelZ,-9.7958
3720,104,Yaw,-150.6180
3720,105,Pitch,2.8200
3720,106,Roll,0.7030
3720,113,GyroX,0.0000
3720,114,GyroY,0.0003
3720,115,GyroZ,-0.0052
3720,101,AccelX,0.5157
3720,102,AccelY,-0.0611
3720,103,AccelZ,-9.9138
3740,33,SIM-IN17,14.0000
3740,34,SIM-IN18,14.0000
3740,35,SIM-IN19,3149.0000
3740,36,SIM-IN20,2956.0000
3741,104,Yaw,-150.6226
3741,105,Pitch,2.8177
3741,106,Roll,0.6929
3741,113,GyroX,-0.0005
3741,114,GyroY,0.0015
3741,115,GyroZ,-0.0073
3741,101,AccelX,0.4439
3741,102,AccelY,-0.0823
3741,103,AccelZ,-9.8479
3760,13,OilTemp,69.9000
3761,16,OilPres,-0.4000
3761,17,AFR,785.1000
3761,104,Yaw,-150.6227
3761,105,Pitch,2.8143
3761,106,Roll,0.6895
3761,113,GyroX,-0.0016
3761,114,GyroY,0.0030
3761,115,GyroZ,-0.0078
3761,101,AccelX,0.4576
3761,102,AccelY,-0.1231
3761,103,AccelZ,-9.7705
3770,13,OilTemp,69.9000
3771,16,OilPres,-0.4000
3771,17,AFR,785.1000
3780,13,OilTemp,69.9000
3781,16,OilPres,-0.4000
3781,17,AFR,785.1000
3781,104,Yaw,-150.6268
3781,105,Pitch,2.8188
3781,106,Roll,0.6942
3781,113,GyroX,-0.0010
3781,114,GyroY,0.0021
3781,115,GyroZ,-0.0070
3781,101,AccelX,0.5011
3781,102,AccelY,-0.1694
3781,103,AccelZ,-9.7675
3791,13,OilTemp,69.9000
3791,16,OilPres,-0.4000
3791,17,AFR,785.1000
3800,13,OilTemp,69.9000
3801,16,OilPres,-0.4000
3801,17,AFR,785.1000
3801,104,Yaw,-150.6314
3801,105,Pitch,2.8283
3801,106,Roll,0.6968
3801,113,GyroX,-0.0009
3801,114,GyroY,0.0018
3801,115,GyroZ,-0.0070
3801,101,AccelX,0.5154
3801,102,AccelY,-0.0996
3801,103,AccelZ,-9.9171
3810,13,OilTemp,69.9000
3811,16,OilPres,-0.4000
3811,17,AFR,785.1000
3820,13,OilTemp,69.9000
3821,16,OilPres,-0.4000
3821,17,AFR,785.1000
3821,104,Yaw,-150.6344
3821,105,Pitch,2.8317
3821,106,Roll,0.6931
3821,113,GyroX,0.0001
3821,114,GyroY,0.0026
3821,115,GyroZ,-0.0064
3821,101,AccelX,0.4657
3821,102,AccelY,-0.0974
3821,103,AccelZ,-9.8812
3830,33,SIM-IN17,13.0000
3831,34,SIM-IN18,9.0000
3831,35,SIM-IN19,3151.0000
3831,36,SIM-IN20,2966.0000
3840,13,OilTemp,69.9000
3841,16,OilPres,-0.4000
3841,17,AFR,785.1000
3841,104,Yaw,-150.6347
3841,105,Pitch,2.8281
3841,106,Roll,0.6871
3841,113,GyroX,-0.0027
3841,114,GyroY,0.0038
3841,115,GyroZ,-0.0063
3841,101,AccelX,0.4621
3841,102,AccelY,-0.1134
3841,103,AccelZ,-9.8379
3850,20,APPS1,1711.0000
3851,21,SIM-IN2,13.0000
3851,22,SIM-IN3,25.0000
3851,23,SIM-IN4,16.0000
3860,13,OilTemp,69.9000
3861,16,OilPres,-0.4000
3861,17,AFR,785.1000
3861,104,Yaw,-150.6358
3861,105,Pitch,2.8315
3861,106,Roll,0.6811
3861,113,GyroX,-0.0042
3861,114,GyroY,0.0058
3861,115,GyroZ,-0.0077
3861,101,AccelX,0.4778
3861,102,AccelY,-0.1175
3861,103,AccelZ,-9.8348
3870,20,APPS1,1712.0000
3871,21,SIM-IN2,13.0000
3871,22,SIM-IN3,25.0000
3871,23,SIM-IN4,14.0000
3880,13,OilTemp,69.9000
3881,16,OilPres,-0.4000
3881,17,AFR,785.1000
3881,104,Yaw,-150.6409
3881,105,Pitch,2.8440
3881,106,Roll,0.6848
3881,113,GyroX,-0.0032
3881,114,GyroY,0.0032
3881,115,GyroZ,-0.0066
3881,101,AccelX,0.5110
3881,102,AccelY,-0.1817
3881,103,AccelZ,-9.8020
3890,13,OilTemp,69.9000
3891,16,OilPres,-0.4000
3891,17,AFR,785.1000
3900,33,SIM-IN17,15.0000
3901,34,SIM-IN18,4.0000
3901,35,SIM-IN19,3148.0000
3901,36,SIM-IN20,2947.0000
3901,104,Yaw,-150.6427
3901,105,Pitch,2.8488
3901,106,Roll,0.6850
3901,113,GyroX,-0.0018
3901,114,GyroY,0.0055
3901,115,GyroZ,-0.0064
3901,101,AccelX,0.4549
3901,102,AccelY,-0.0923
3901,103,AccelZ,-9.7392
3910,13,OilTemp,69.9000
3911,16,OilPres,-0.4000
3911,17,AFR,785.1000
3920,20,APPS1,1700.0000
3921,21,SIM-IN2,14.0000
3921,22,SIM-IN3,24.0000
3921,23,SIM-IN4,16.0000
3921,104,Yaw,-150.6405
3921,105,Pitch,2.8423
3921,106,Roll,0.6761
3921,113,GyroX,-0.0021
3921,114,GyroY,0.0035
3921,115,GyroZ,-0.0055
3921,101,AccelX,0.4445
3921,102,AccelY,-0.0757
3921,103,AccelZ,-9.7415
3930,13,OilTemp,69.9000
3931,16,OilPres,-0.5000
3931,17,AFR,785.1000
3940,20,APPS1,1704.0000
3941,21,SIM-IN2,14.0000
3941,22,SIM-IN3,24.0000
3941,23,SIM-IN4,15.0000
3941,104,Yaw,-150.6412
3941,105,Pitch,2.8479
3941,106,Roll,0.6648
3941,113,GyroX,-0.0022
3941,114,GyroY,0.0031
3941,115,GyroZ,-0.0060
3941,101,AccelX,0.5499
3941,102,AccelY,-0.0662
3941,103,AccelZ,-9.8839
3950,11,RPM,0.0000
3960,11,RPM,0.0000
3961,104,Yaw,-150.6418
3961,105,Pitch,2.8604
3961,106,Roll,0.6540
3961,113,GyroX,-0.0008
3961,114,GyroY,0.0025
3961,115,GyroZ,-0.0058
3961,101,AccelX,0.5335
3961,102,AccelY,-0.0836
3961,103,AccelZ,-9.7729
3970,33,SIM-IN17,14.0000
3971,34,SIM-IN18,8.0000
3971,35,SIM-IN19,3150.0000
3971,36,SIM-IN20,2954.0000
3980,11,RPM,0.0000
3981,104,Yaw,-150.6404
3981,105,Pitch,2.8624
3981,106,Roll,0.6561
3981,113,GyroX,0.0016
3981,114,GyroY,0.0026
3981,115,GyroZ,-0.0044
3981,101,AccelX,0.4372
3981,102,AccelY,-0.1144
3981,103,AccelZ,-9.7226
3991,20,APPS1,1708.0000
3991,21,SIM-IN2,12.0000
3991,22,SIM-IN3,24.0000
3991,23,SIM-IN4,15.0000
4001,11,RPM,0.0000
4001,104,Yaw,-150.6417
4001,105,Pitch,2.8675
4001,106,Roll,0.6590
4001,113,GyroX,0.0010
4001,114,GyroY,0.0050
4001,115,GyroZ,-0.0054
4001,101,AccelX,0.5652
4001,102,AccelY,-0.1070
4001,103,AccelZ,-9.8738
4010,20,APPS1,1710.0000
4011,21,SIM-IN2,14.0000
4011,22,SIM-IN3,25.0000
4011,23,SIM-IN4,16.0000
4020,11,RPM,0.0000
4021,104,Yaw,-150.6354
4021,105,Pitch,2.8852
4021,106,Roll,0.6663
4021,113,GyroX,-0.0008
4021,114,GyroY,0.0042
4021,115,GyroZ,-0.0069
4021,101,AccelX,0.5719
4021,102,AccelY,-0.0878
4021,103,AccelZ,-9.8941
4040,33,SIM-IN17,13.0000
4041,34,SIM-IN18,2.0000
4041,35,SIM-IN19,3150.0000
4041,36,SIM-IN20,2952.0000
4041,104,Yaw,-150.6387
4041,105,Pitch,2.8896
4041,106,Roll,0.6578
4041,113,GyroX,-0.0050
4041,114,GyroY,0.0055
4041,115,GyroZ,-0.0068
4041,101,AccelX,0.3776
4041,102,AccelY,-0.1111
4041,103,AccelZ,-9.8337
4061,104,Yaw,-150.6388
4061,105,Pitch,2.8779
4061,106,Roll,0.6555
4061,113,GyroX,-0.0049
4061,114,GyroY,0.0040
4061,115,GyroZ,-0.0059
4061,101,AccelX,0.3797
4061,102,AccelY,-0.1142
4061,103,AccelZ,-9.7135
4081,104,Yaw,-150.6350
4081,105,Pitch,2.8789
4081,106,Roll,0.6548
4081,113,GyroX,-0.0007
4081,114,GyroY,0.0016
4081,115,GyroZ,-0.0042
4081,101,AccelX,0.5744
4081,102,AccelY,-0.1356
4081,103,AccelZ,-9.7852
4101,104,Yaw,-150.6357
4101,105,Pitch,2.8936
4101,106,Roll,0.6582
4101,113,GyroX,-0.0002
4101,114,GyroY,0.0026
4101,115,GyroZ,-0.0046
4101,101,AccelX,0.6135
4101,102,AccelY,-0.1139
4101,103,AccelZ,-9.7848
4110,33,SIM-IN17,14.0000
4111,34,SIM-IN18,1.0000
4111,35,SIM-IN19,3168.0000
4111,36,SIM-IN20,2952.0000
4121,104,Yaw,-150.6414
4121,105,Pitch,2.9001
4121,106,Roll,0.6494
4121,113,GyroX,-0.0004
4121,114,GyroY,0.0014
4121,115,GyroZ,-0.0056
4121,101,AccelX,0.4752
4121,102,AccelY,-0.0381
4121,103,AccelZ,-9.7863
4130,20,APPS1,1711.0000
4131,21,SIM-IN2,14.0000
4131,22,SIM-IN3,24.0000
4131,23,SIM-IN4,16.0000
4141,104,Yaw,-150.6474
4141,105,Pitch,2.8940
4141,106,Roll,0.6400
4141,113,GyroX,-0.0022
4141,114,GyroY,0.0024
4141,115,GyroZ,-0.0047
4141,101,AccelX,0.4262
4141,102,AccelY,-0.0956
4141,103,AccelZ,-9.8178
4150,20,APPS1,1711.0000
4151,21,SIM-IN2,13.0000
4151,22,SIM-IN3,24.0000
4151,23,SIM-IN4,16.0000
4161,104,Yaw,-150.6525
4161,105,Pitch,2.8853
4161,106,Roll,0.6404
4161,113,GyroX,0.0004
4161,114,GyroY,0.0010
4161,115,GyroZ,-0.0059
4161,101,AccelX,0.4850
4161,102,AccelY,-0.1398
4161,103,AccelZ,-9.8261
4170,20,APPS1,1703.0000
4171,21,SIM-IN2,14.0000
4171,22,SIM-IN3,24.0000
4171,23,SIM-IN4,15.0000
4180,33,SIM-IN17,14.0000
4181,34,SIM-IN18,1.0000
4181,35,SIM-IN19,3148.0000
4181,36,SIM-IN20,2959.0000
4181,104,Yaw,-150.6467
4181,105,Pitch,2.8919
4181,106,Roll,0.6497
4181,113,GyroX,0.0014
4181,114,GyroY,-0.0008
