timestamp_ms,AFR,APPS1,AccelX,AccelY,AccelZ,BS2,BatV,CLT1,GyroX,GyroY,GyroZ,MAP,MAT,OilPres,OilTemp,Pitch,RPM,Roll,SIM-IN14,SIM-IN15,SIM-IN16,SIM-IN17,SIM-IN18,SIM-IN19,SIM-IN2,SIM-IN20,SIM-IN21,SIM-IN3,SIM-IN4,SIM-IN5,SIM-IN6,SIM-IN7,SIM-IN8,Yaw
2843,785.2999877929688,1707.0,-0.029998235404491425,-0.16569285094738007,-9.840967178344727,11.0,13.0,75.0999984741211,-0.0010121837258338928,0.00012879841960966587,-0.007964937016367912,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22264042496681213,0.0,0.9530330896377563,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3311004638672
2853,785.2999877929688,1707.0,-0.03181363642215729,-0.16261063516139984,-9.853028297424316,11.0,13.0,75.0999984741211,0.0001140134409070015,-0.00011328270193189383,-0.008493912406265736,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22337862104177475,0.0,0.9523997604846954,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33071899414062
2863,785.2999877929688,1707.0,-0.03362903743982315,-0.15952841937541962,-9.865089416503906,11.0,13.0,75.0999984741211,0.0012402106076478958,-0.0003553638234734535,-0.009022887796163559,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22411681711673737,0.0,0.9517664313316345,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33033752441406
2873,785.2999877929688,1707.0,-0.03259131824597716,-0.15914227440953255,-9.848793983459473,11.0,13.0,75.0999984741211,0.0009560412727296352,-0.0005292086862027645,-0.009062255034223199,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22380633279681206,0.0,0.9519683420658112,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33101654052734
2883,785.2999877929688,1707.0,-0.031553599052131176,-0.15875612944364548,-9.832498550415039,11.0,13.0,75.0999984741211,0.0006718719378113747,-0.0007030535489320755,-0.009101622272282839,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22349584847688675,0.0,0.9521702527999878,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33169555664062
2893,785.2999877929688,1707.0,-0.03051587985828519,-0.1583699844777584,-9.81679391860962,11.0,13.0,75.0999984741211,0.0003877026028931141,-0.0008768984116613865,-0.009140989510342479,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22318536415696144,0.0,0.9523721635341644,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3323745727539
2903,785.2999877929688,1707.0,-0.0294781606644392,-0.15798383951187134,-9.8010892868042,11.0,13.0,75.0999984741211,0.00010353326797485352,-0.0010507432743906975,-0.009180356748402119,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22287487983703613,0.0,0.9525740742683411,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3330535888672
2913,785.2999877929688,1707.0,-0.029285939410328865,-0.1618364080786705,-9.828392505645752,11.0,13.0,75.0999984741211,0.0002601407468318939,-0.0006317404331639409,-0.009451847057789564,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2225012630224228,0.0,0.9521321952342987,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33111572265625
2923,785.2999877929688,1707.0,-0.02909371815621853,-0.16568897664546967,-9.855695724487305,11.0,13.0,75.0999984741211,0.0004167482256889343,-0.00021273759193718433,-0.00972333736717701,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22212764620780945,0.0,0.9516903162002563,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3291778564453
2933,785.2999877929688,1707.0,-0.04686726909130812,-0.1657024547457695,-9.866864204406738,11.0,13.0,75.0999984741211,0.0003046579658985138,-0.00012185191735625267,-0.00924317492172122,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22170080989599228,0.0,0.9519886672496796,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32965850830078
2943,785.2999877929688,1707.0,-0.0646408200263977,-0.16571593284606934,-9.878032684326172,11.0,13.0,75.0999984741211,0.00019256770610809326,-3.096624277532101e-05,-0.00876301247626543,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2212739735841751,0.0,0.9522870182991028,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33013916015625
2953,785.2999877929688,1707.0,-0.049485186114907265,-0.16875359416007996,-9.856223106384277,11.0,13.0,75.0999984741211,1.698080450296402e-05,-0.00045871734619140625,-0.008890347555279732,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2206549346446991,0.0,0.9521050453186035,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32927703857422
2963,785.2999877929688,1707.0,-0.034329552203416824,-0.17179125547409058,-9.834413528442383,11.0,13.0,75.0999984741211,-0.00015860609710216522,-0.0008864684496074915,-0.009017682634294033,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22003589570522308,0.0,0.9519230723381042,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3284149169922
2973,785.2999877929688,1707.0,-0.03427054165346417,-0.1717452813105978,-9.834399390372502,11.0,13.0,75.0999984741211,-0.00015735518851667452,-0.0008852787332158464,-0.008995995868685519,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.22001645946578616,0.0,0.9518834749224839,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32877665720167
2983,785.2999877929688,1707.0,-0.03421153110351152,-0.17169930714710502,-9.834385252302619,11.0,13.0,75.0999984741211,-0.00015610427993118385,-0.0008840890168242014,-0.008974309103077005,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21999702322634923,0.0,0.9518438775068635,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32913839741119
2993,785.2999877929688,1707.0,-0.03415252055355888,-0.17165333298361227,-9.834371114232738,11.0,13.0,75.0999984741211,-0.00015485337134569314,-0.0008828993004325564,-0.008952622337468491,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21997758698691228,0.0,0.9518042800912432,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32950013762067
3003,785.2999877929688,1707.0,-0.03409351000360623,-0.1716073588201195,-9.834356976162855,11.0,13.0,75.0999984741211,-0.00015360246276020244,-0.0008817095840409114,-0.008930935571859977,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21995815074747535,0.0,0.9517646826756229,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.32986187783015
3013,785.2999877929688,1707.0,-0.034034499453653576,-0.1715613846566267,-9.834342838092974,11.0,13.0,75.0999984741211,-0.00015235155417471174,-0.0008805198676492663,-0.008909248806251461,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21993871450803842,0.0,0.9517250852600024,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33022361803967
3023,785.2999877929688,1707.0,-0.033975488903700925,-0.17151541049313393,-9.834328700023093,11.0,13.0,75.0999984741211,-0.00015110064558922107,-0.0008793301512576212,-0.008887562040642947,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2199192782686015,0.0,0.9516854878443821,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33058535824915
3033,785.2999877929688,1707.0,-0.033916478353748274,-0.17146943632964115,-9.83431456195321,11.0,13.0,75.0999984741211,-0.00014984973700373036,-0.0008781404348659763,-0.008865875275034433,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21989984202916454,0.0,0.9516458904287618,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33094709845864
3043,785.2999877929688,1707.0,-0.03385746780379563,-0.1714234621661484,-9.83430042388333,11.0,13.0,75.0999984741211,-0.00014859882841823966,-0.0008769507184743312,-0.00884418850942592,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21988040578972762,0.0,0.9516062930131414,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33130883866815
3053,785.2999877929688,1707.0,-0.03379845725384298,-0.17137748800265562,-9.834286285813446,11.0,13.0,75.0999984741211,-0.00014734791983274896,-0.0008757610020826861,-0.008822501743817405,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2198609695502907,0.0,0.951566695597521,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33167057887763
3063,785.2999877929688,1707.0,-0.03373944670389033,-0.17133151383916284,-9.834272147743565,11.0,13.0,75.0999984741211,-0.00014609701124725829,-0.0008745712856910411,-0.008800814978208891,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21984153331085377,0.0,0.9515270981819007,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33203231908712
3073,785.2999877929688,1707.0,-0.033680436153937676,-0.17128553967567006,-9.834258009673684,11.0,13.0,75.0999984741211,-0.00014484610266176758,-0.000873381569299396,-0.008779128212600377,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2198220970714168,0.0,0.9514875007662803,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33239405929663
3083,785.2999877929688,1707.0,-0.033621425603985025,-0.17123956551217728,-9.834243871603801,11.0,13.0,75.0999984741211,-0.00014359519407627688,-0.000872191852907751,-0.008757441446991863,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21980266083197988,0.0,0.95144790335066,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33275579950612
3093,785.2999877929688,1707.0,-0.033562415054032374,-0.1711935913486845,-9.83422973353392,11.0,13.0,75.0999984741211,-0.0001423442854907862,-0.000871002136516106,-0.00873575468138335,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21978322459254296,0.0,0.9514083059350397,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3331175397156
3103,785.2999877929688,1707.0,-0.03350340450407973,-0.17114761718519175,-9.834215595464038,11.0,13.0,75.0999984741211,-0.0001410933769052955,-0.0008698124201244609,-0.008714067915774835,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21976378835310603,0.0,0.9513687085194192,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33347927992511
3113,785.2999877929688,1707.0,-0.03344439395412708,-0.17110164302169897,-9.834201457394157,11.0,13.0,75.0999984741211,-0.0001398424683198048,-0.0008686227037328159,-0.00869238115016632,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21974435211366908,0.0,0.9513291111037989,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3338410201346
3123,785.2999877929688,1707.0,-0.03338538340417443,-0.1710556688582062,-9.834187319324275,11.0,13.0,75.0999984741211,-0.0001385915597343141,-0.0008674329873411709,-0.008670694384557805,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21972491587423215,0.0,0.9512895136881786,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3342027603441
3133,785.2999877929688,1707.0,-0.03332637285422178,-0.17100969469471342,-9.834173181254393,11.0,13.0,75.0999984741211,-0.0001373406511488234,-0.0008662432709495258,-0.008649007618949291,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21970547963479523,0.0,0.9512499162725582,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3345645005536
3143,785.2999877929688,1707.0,-0.033267362304269125,-0.17096372053122064,-9.834159043184512,11.0,13.0,75.0999984741211,-0.00013608974256333273,-0.0008650535545578808,-0.008627320853340777,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2196860433953583,0.0,0.9512103188569379,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33492624076308
3153,785.2999877929688,1707.0,-0.03320835175431648,-0.17091774636772789,-9.834144905114629,11.0,13.0,75.0999984741211,-0.00013483883397784202,-0.0008638638381662357,-0.008605634087732263,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21966660715592135,0.0,0.9511707214413175,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.3352879809726
3163,785.2999877929688,1707.0,-0.03314934120436383,-0.1708717722042351,-9.834130767044748,11.0,13.0,75.0999984741211,-0.00013358792539235132,-0.0008626741217745908,-0.00858394732212375,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21964717091648442,0.0,0.9511311240256972,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33564972118208
3173,785.2999877929688,1707.0,-0.03309033065441118,-0.17082579804074233,-9.834116628974867,11.0,13.0,75.0999984741211,-0.00013233701680686065,-0.0008614844053829457,-0.008562260556515235,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2196277346770475,0.0,0.9510915266100768,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33601146139156
3183,785.2999877929688,1707.0,-0.03303132010445853,-0.17077982387724955,-9.834102490904984,11.0,13.0,75.0999984741211,-0.00013108610822136995,-0.0008602946889913006,-0.008540573790906721,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21960829843761057,0.0,0.9510519291944565,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33637320160108
3193,785.2999877929688,1707.0,-0.03297230955450588,-0.17073384971375677,-9.834088352835103,11.0,13.0,75.0999984741211,-0.00012983519963587925,-0.0008591049725996556,-0.008518887025298207,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2195888621981736,0.0,0.9510123317788362,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33673494181056
3203,785.2999877929688,1707.0,-0.03291329900455323,-0.17068787555026402,-9.83407421476522,11.0,13.0,75.0999984741211,-0.00012858429105038854,-0.0008579152562080105,-0.008497200259689693,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21956942595873669,0.0,0.9509727343632157,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33709668202005
3213,785.2999877929688,1707.0,-0.03285428845460058,-0.17064190138677124,-9.834060076695339,11.0,13.0,75.0999984741211,-0.00012733338246489787,-0.0008567255398163655,-0.008475513494081178,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21954998971929976,0.0,0.9509331369475954,17.0,15.0,417.0,15.0,8.0,0.0,13.0,2893.0,2220.0,14.0,15.0,,,,,150.33745842222956
3223,785.2999877929688,1706.9967845659164,-0.03279527790464793,-0.17059592722327846,-9.834045938625458,11.0,13.0,75.0999984741211,-0.00012608247387940717,-0.0008555358234247205,-0.008453826728472663,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21953055347986283,0.0,0.9508935395319751,17.0,15.0,417.0,15.0,8.0,0.0,12.996784565916398,2893.0,2220.0,14.004926108374384,14.994652406417112,,,,,150.33782016243904
3233,785.2999877929688,1706.9935691318328,-0.03273626735469528,-0.17054995305978568,-9.834031800555575,11.0,13.0,75.0999984741211,-0.00012483156529391647,-0.0008543461070330754,-0.00843213996286415,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21951111724042588,0.0,0.9508539421163547,17.0,15.0,417.0,15.0,8.0,0.0,12.993569131832798,2893.0,2220.0,14.009852216748769,14.989304812834225,,,,,150.33818190264853
3243,785.2999877929688,1706.9903536977492,-0.03267725680474263,-0.1705039788962929,-9.834017662485694,11.0,13.0,75.0999984741211,-0.0001235806567084258,-0.0008531563906414303,-0.008410453197255635,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21949168100098895,0.0,0.9508143447007343,17.0,15.0,417.0,15.0,8.0,0.0,12.990353697749196,2893.0,2220.0,14.014778325123153,14.983957219251337,,,,,150.33854364285804
3253,785.2999877929688,1706.9871382636657,-0.032618246254789984,-0.17045800473280015,-9.834003524415811,11.0,13.0,75.0999984741211,-0.0001223297481229351,-0.0008519666742497854,-0.008388766431647121,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21947224476155203,0.0,0.950774747285114,17.0,15.0,417.0,15.0,8.0,0.0,12.987138263665594,2893.0,2220.0,14.019704433497537,14.97860962566845,,,,,150.33890538306753
3263,785.2999877929688,1706.983922829582,-0.03255923570483733,-0.17041203056930737,-9.83398938634593,11.0,13.0,75.0999984741211,-0.00012107883953744439,-0.0008507769578581403,-0.008367079666038607,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2194528085221151,0.0,0.9507351498694936,17.0,15.0,417.0,15.0,8.0,0.0,12.983922829581994,2893.0,2220.0,14.024630541871922,14.973262032085561,,,,,150.339267123277
3273,785.2999877929688,1706.9807073954985,-0.03250022515488468,-0.1703660564058146,-9.83397524827605,11.0,13.0,75.0999984741211,-0.00011982793095195369,-0.0008495872414664953,-0.008345392900430093,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21943337228267815,0.0,0.9506955524538733,17.0,15.0,417.0,15.0,8.0,0.0,12.980707395498392,2893.0,2220.0,14.029556650246306,14.967914438502675,,,,,150.33962886348652
3283,785.2999877929688,1706.977491961415,-0.03244121460493203,-0.1703200822423218,-9.833961110206166,11.0,13.0,75.0999984741211,-0.000118577022366463,-0.0008483975250748502,-0.00832370613482158,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21941393604324122,0.0,0.950655955038253,17.0,15.0,417.0,15.0,8.0,0.0,12.97749196141479,2893.0,2220.0,14.03448275862069,14.962566844919786,,,,,150.339990603696
3293,785.2999877929688,1706.974276527331,-0.03238220405497938,-0.17027410807882903,-9.833946972136285,11.0,13.0,75.0999984741211,-0.00011732611378097231,-0.0008472078086832051,-0.008302019369213065,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2193944998038043,0.0,0.9506163576226325,17.0,15.0,417.0,15.0,8.0,0.0,12.97427652733119,2893.0,2220.0,14.039408866995075,14.957219251336898,,,,,150.3403523439055
3303,785.2999877929688,1706.9710610932475,-0.03232319350502673,-0.17022813391533625,-9.833932834066403,11.0,13.0,75.0999984741211,-0.00011607520519548161,-0.0008460180922915602,-0.008280332603604551,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21937506356436737,0.0,0.9505767602070122,17.0,15.0,417.0,15.0,8.0,0.0,12.971061093247588,2893.0,2220.0,14.044334975369457,14.95187165775401,,,,,150.340714084115
3313,785.2999877929688,1706.967845659164,-0.032264182955074085,-0.1701821597518435,-9.833918695996521,11.0,13.0,75.0999984741211,-0.0001148242966099909,-0.0008448283758999151,-0.008258645837996036,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2193556273249304,0.0,0.9505371627913919,17.0,15.0,417.0,15.0,8.0,0.0,12.967845659163988,2893.0,2220.0,14.049261083743842,14.946524064171124,,,,,150.3410758243245
3323,785.2999877929688,1706.9646302250803,-0.032205172405121434,-0.17013618558835072,-9.83390455792664,11.0,13.0,75.0999984741211,-0.00011357338802450022,-0.0008436386595082701,-0.008236959072387522,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.2193361910854935,0.0,0.9504975653757715,17.0,15.0,417.0,15.0,8.0,0.0,12.964630225080386,2893.0,2220.0,14.054187192118226,14.941176470588236,,,,,150.34143756453398
3333,785.2999877929688,1706.9614147909967,-0.03214616185516878,-0.17009021142485795,-9.833890419856758,11.0,13.0,75.0999984741211,-0.00011232247943900953,-0.000842448943116625,-0.008215272306779008,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21931675484605656,0.0,0.9504579679601511,17.0,15.0,417.0,15.0,8.0,0.0,12.961414790996784,2893.0,2220.0,14.05911330049261,14.935828877005347,,,,,150.3417993047435
3343,785.2999877929688,1706.9581993569132,-0.03208715130521613,-0.17004423726136517,-9.833876281786877,11.0,13.0,75.0999984741211,-0.00011107157085351883,-0.00084125922672498,-0.008193585541170494,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21929731860661963,0.0,0.9504183705445308,17.0,15.0,417.0,15.0,8.0,0.0,12.958199356913184,2893.0,2220.0,14.064039408866995,14.93048128342246,,,,,150.34216104495297
3353,785.2999877929688,1706.9549839228296,-0.03202814075526348,-0.1699982630978724,-9.833862143716994,11.0,13.0,75.0999984741211,-0.00010982066226802813,-0.000840069510333335,-0.00817189877556198,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21927788236718268,0.0,0.9503787731289104,17.0,15.0,417.0,15.0,8.0,0.0,12.954983922829582,2893.0,2220.0,14.068965517241379,14.925133689839573,,,,,150.34252278516246
3363,785.2999877929688,1706.951768488746,-0.031969130205310836,-0.16995228893437964,-9.833848005647113,11.0,13.0,75.0999984741211,-0.00010856975368253744,-0.0008388797939416899,-0.008150212009953466,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21925844612774575,0.0,0.9503391757132901,17.0,15.0,417.0,15.0,8.0,0.0,12.95176848874598,2893.0,2220.0,14.073891625615763,14.919786096256685,,,,,150.34288452537197
3373,785.2999877929688,1706.9485530546624,-0.031910119655358185,-0.16990631477088686,-9.833833867577232,11.0,13.0,75.0999984741211,-0.00010731884509704675,-0.0008376900775500448,-0.008128525244344952,99.80000305175781,73.69999694824219,-0.4000000059604645,69.9000015258789,-0.21923900988830883,0.0,0.9502995782976698,17.0,15.0,417.0,15.0,8.0,0.0,12.94855305466238,2893.0,2220.0,14.078817733990148,14.914438502673796,,,,,150.34324626558146
