Timestamp,Event,Event Time,Elapsed Time
18:50:24.296,Gate Trigger,,0.588
18:50:24.868,Gate Trigger,,0.575
18:50:25.428,Gate Trigger,,0.555
18:50:25.983,Gate Trigger,,0.558
18:50:26.513,Gate Trigger,,0.53
18:50:27.022,Gate Trigger,,0.51
18:50:27.608,Gate Trigger,,0.583
18:50:28.170,Gate Trigger,,0.564
18:50:28.763,Gate Trigger,,0.597
18:50:29.267,Gate Trigger,,0.503
