Timestamp,Event,Event Time,Elapsed Time
15:50:11.039,Gate Trigger,,0.51
15:50:11.575,Gate Trigger,,0.534
15:50:12.093,Gate Trigger,,0.52
15:50:12.625,Gate Trigger,,0.534
15:50:13.143,Gate Trigger,,0.517
