timestamp,type,RPM,VSS,Gear,STR,TPS,CLT1,CLT2,OilTemp,MAP,MAT,FuelPres,OilPres,AFR,BatV,AccelZ,AccelX,AccelY,FR_Shock,FL_Shock,RR_Shock,RL_Shock
2025-11-03T15:18:19.072073,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.59145,0.111648,0.062027,1.451429
2025-11-03T15:18:19.133781,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.95604,1.82359,1.8484,1.575482
2025-11-03T15:18:19.174730,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.37509,7.50525,7.48044,1.947643
2025-11-03T15:18:19.232173,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.40957,11.17724,11.27648,2.146129
2025-11-03T15:18:19.271544,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.74935,12.66588,12.80234,2.443858
2025-11-03T15:18:19.320813,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.54813,12.81475,12.80234,3.275018
2025-11-03T15:18:19.372015,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.52816,12.78994,12.83956,3.659585
2025-11-03T15:18:19.422967,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.43394,13.23653,13.18691,25.29455
2025-11-03T15:18:19.484691,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.81475,15.39507,15.44469,1.8484
2025-11-03T15:18:19.533116,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.07526,19.56327,19.48884,1.873211
2025-11-03T15:18:19.570742,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.08767,23.33451,23.26007,2.146129
2025-11-03T15:18:19.647862,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.8568,26.7832,26.70877,2.270183
2025-11-03T15:18:19.670529,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.03048,29.43795,29.33871,2.344615
2025-11-03T15:18:19.736409,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.45709,31.89421,31.8694,2.543101
