timestamp,type,RPM,VSS,Gear,STR,TPS,CLT1,CLT2,OilTemp,MAP,MAT,FuelPres,OilPres,AFR,BatV,AccelZ,AccelX,AccelY,FR_Shock,FL_Shock,RR_Shock,RL_Shock
2025-11-03T13:28:41.569009,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.595900,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.646047,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.696004,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.745461,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.807671,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.849004,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.905443,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.954830,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:41.998848,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.046862,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.105958,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.149792,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.202671,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.248163,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.296402,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.359345,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.400817,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.445772,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.495626,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.546952,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.600927,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,32.02346,29.20821,4.02737
2025-11-03T13:28:42.667154,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.695996,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.755044,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.795310,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.870528,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.895612,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.961242,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:42.995472,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.059125,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.095680,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.155417,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.200575,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.252557,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.295799,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.348542,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.395201,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.445425,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.498564,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.545521,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.600266,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03519,31.86706,29.36461,4.02737
2025-11-03T13:28:43.645717,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.695159,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.745411,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.807928,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.853768,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.902546,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:43.947443,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.011879,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.045873,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.105358,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.145682,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.202931,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.248014,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.301400,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.345347,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.405217,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.447887,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.495798,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
2025-11-03T13:28:44.565036,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.07429,31.71065,29.13001,3.949169
