timestamp,type,RPM,VSS,Gear,STR,TPS,CLT1,CLT2,OilTemp,MAP,MAT,FuelPres,OilPres,AFR,BatV,AccelZ,AccelX,AccelY,FR_Shock,FL_Shock,RR_Shock,RL_Shock
2025-11-03T13:28:40.698434,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.763663,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.800027,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.863352,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.897249,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.946038,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:40.997912,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.045745,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.095763,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.154224,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.198820,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.250242,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.297454,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.346622,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.395720,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.446134,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
2025-11-03T13:28:41.505311,TELEMETRY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.11339,32.21896,29.20821,4.02737
