timestamp,type,RPM,VSS,Gear,STR,TPS,CLT1,CLT2,OilTemp,MAP,MAT,FuelPres,OilPres,AFR,BatV,AccelZ,AccelX,AccelY,FR_Shock,FL_Shock,RR_Shock,RL_Shock,GPS_Lat,GPS_Lon,GPS_Heading,GPS_Speed
2025-11-08T12:32:34.530805,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.6,97.0,79.0,-0.7,-0.2,22.3,12.6,2116.0,-118.0,-91.0,36.50901,36.50901,33.27121,29.87214,nan,nan,nan,nan
2025-11-08T12:32:34.573932,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2135.0,-123.0,-107.0,36.50901,36.4966,33.33324,29.90935,nan,nan,nan,nan
2025-11-08T12:32:34.607061,TELEMETRY,0.0,0.0,0.0,-5.7,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2121.0,-118.0,-81.0,36.45939,36.47179,33.23399,29.81011,nan,nan,nan,nan
2025-11-08T12:32:34.683025,TELEMETRY,0.0,0.0,0.0,-5.0,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2122.0,-118.0,-79.0,36.47179,36.43458,33.32083,29.7853,nan,nan,nan,nan
2025-11-08T12:32:34.707106,TELEMETRY,0.0,0.0,0.0,-5.0,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2132.0,-114.0,-85.0,36.43458,36.4842,32.92386,29.81011,nan,nan,nan,nan
2025-11-08T12:32:34.769301,TELEMETRY,0.0,0.0,0.0,-5.7,11.9,76.2,79.1,688.7,97.0,79.0,-0.7,-0.2,22.3,12.6,2127.0,-109.0,-96.0,36.43458,36.47179,33.29602,29.90935,nan,nan,nan,nan
2025-11-08T12:32:34.803335,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2131.0,-119.0,-91.0,36.4842,36.45939,33.28362,29.84733,nan,nan,nan,nan
2025-11-08T12:32:34.879664,TELEMETRY,0.0,0.0,0.0,-5.7,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2127.0,-117.0,-79.0,36.50901,36.45939,33.30843,29.87214,nan,nan,nan,nan
2025-11-08T12:32:34.977907,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2124.0,-114.0,-86.0,36.4842,36.45939,33.2588,29.87214,nan,nan,nan,nan
2025-11-08T12:32:35.007719,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2108.0,-107.0,-91.0,36.38496,36.47179,33.29602,29.83492,nan,nan,nan,nan
2025-11-08T12:32:35.015567,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2121.0,-121.0,-82.0,36.45939,36.47179,33.33324,29.83492,nan,nan,nan,nan
2025-11-08T12:32:35.049612,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.4,97.0,79.0,-0.7,-0.2,22.3,12.6,2124.0,-102.0,-80.0,36.50901,36.50901,33.28362,29.76049,nan,nan,nan,nan
2025-11-08T12:32:35.129117,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2136.0,-104.0,-107.0,36.4966,36.4842,33.27121,29.95897,nan,nan,nan,nan
2025-11-08T12:32:35.175979,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2113.0,-91.0,-82.0,35.96317,36.4842,33.32083,29.83492,nan,nan,nan,nan
2025-11-08T12:32:35.248183,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2115.0,-112.0,-70.0,36.44698,36.58344,33.28362,29.84733,nan,nan,nan,nan
2025-11-08T12:32:35.259688,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2130.0,-109.0,-78.0,36.4842,36.45939,33.29602,29.85973,nan,nan,nan,nan
2025-11-08T12:32:35.299619,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.0,689.4,97.0,79.0,-0.7,-0.2,22.3,12.6,2136.0,-114.0,-85.0,36.36015,36.45939,33.30843,29.90935,nan,nan,nan,nan
2025-11-08T12:32:35.461031,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.6,97.0,79.0,-0.7,-0.2,22.3,12.6,2124.0,-106.0,-92.0,36.4842,36.4842,33.32083,29.87214,nan,nan,nan,nan
2025-11-08T12:32:35.465316,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2122.0,-117.0,-72.0,36.4966,36.4842,33.19678,29.72327,nan,nan,nan,nan
2025-11-08T12:32:35.489999,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2142.0,-98.0,-93.0,36.47179,36.45939,33.43248,29.88454,nan,nan,nan,nan
2025-11-08T12:32:35.560207,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.5,97.0,79.0,-0.7,-0.2,22.3,12.6,2116.0,-112.0,-106.0,36.43458,36.58344,33.32083,29.85973,nan,nan,nan,nan
2025-11-08T12:32:35.577411,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2130.0,-115.0,-92.0,36.43458,36.47179,33.29602,29.90935,nan,nan,nan,nan
2025-11-08T12:32:35.624107,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.7,97.0,79.0,-0.7,-0.2,22.3,12.6,2133.0,-120.0,-127.0,36.47179,36.4842,33.45729,29.82252,nan,nan,nan,nan
2025-11-08T12:32:35.663113,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.0,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2126.0,-126.0,-79.0,36.58344,36.52142,33.30843,29.81011,nan,nan,nan,nan
2025-11-08T12:32:35.701425,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.7,97.0,79.0,-0.7,-0.2,22.3,12.6,2117.0,-107.0,-89.0,36.58344,36.50901,33.2588,29.83492,nan,nan,nan,nan
2025-11-08T12:32:35.792113,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.7,97.0,79.0,-0.7,-0.2,22.3,12.6,2136.0,-117.0,-77.0,36.43458,36.4842,33.33324,29.85973,nan,nan,nan,nan
2025-11-08T12:32:35.810022,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2129.0,-112.0,-65.0,36.4966,36.4842,33.27121,29.87214,nan,nan,nan,nan
2025-11-08T12:32:35.884947,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2120.0,-113.0,-106.0,36.45939,36.4842,33.33324,29.87214,nan,nan,nan,nan
2025-11-08T12:32:35.984753,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2123.0,-109.0,-82.0,36.4842,36.62066,33.23399,29.83492,nan,nan,nan,nan
2025-11-08T12:32:35.987961,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2158.0,-120.0,-101.0,36.4966,36.47179,33.2464,29.82252,nan,nan,nan,nan
2025-11-08T12:32:36.019879,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.4,97.0,79.0,-0.7,-0.2,22.3,12.6,2131.0,-120.0,-96.0,36.43458,36.45939,33.34564,29.82252,nan,nan,nan,nan
2025-11-08T12:32:36.082526,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2124.0,-125.0,-94.0,36.52142,36.52142,33.29602,29.82252,nan,nan,nan,nan
2025-11-08T12:32:36.182221,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,689.3,97.0,79.0,-0.7,-0.2,22.3,12.6,2148.0,-111.0,-90.0,36.60825,36.50901,33.2588,29.87214,nan,nan,nan,nan
2025-11-08T12:32:36.182344,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.0,689.1,97.0,79.0,-0.7,-0.2,22.3,12.6,2112.0,-123.0,-71.0,36.47179,36.45939,33.33324,29.89695,nan,nan,nan,nan
2025-11-08T12:32:36.241689,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2128.0,-112.0,-92.0,36.47179,36.4842,33.33324,29.82252,nan,nan,nan,nan
2025-11-08T12:32:36.258839,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.4,97.0,79.0,-0.7,-0.2,22.3,12.6,2112.0,-124.0,-81.0,36.45939,36.52142,33.27121,29.87214,nan,nan,nan,nan
2025-11-08T12:32:36.301979,TELEMETRY,0.0,0.0,0.0,-5.4,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2138.0,-121.0,-101.0,36.43458,36.44698,33.42007,29.81011,nan,nan,nan,nan
2025-11-08T12:32:36.355880,TELEMETRY,0.0,0.0,0.0,-5.7,11.9,76.2,79.0,689.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2132.0,-100.0,-93.0,36.62066,36.40977,33.28362,29.85973,nan,nan,nan,nan
2025-11-08T12:32:36.413182,TELEMETRY,0.0,0.0,0.0,-5.7,11.9,76.2,79.1,688.9,97.0,79.0,-0.7,-0.2,22.3,12.6,2131.0,-115.0,-84.0,36.50901,36.50901,33.29602,29.87214,nan,nan,nan,nan
2025-11-08T12:32:36.473355,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,689.1,97.0,79.0,-0.7,-0.2,22.3,12.6,2113.0,-116.0,-80.0,36.4842,36.4966,33.28362,29.85973,nan,nan,nan,nan
2025-11-08T12:32:36.559514,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,688.8,97.0,79.0,-0.7,-0.2,22.3,12.6,2139.0,-121.0,-74.0,36.47179,36.50901,33.30843,29.87214,nan,nan,nan,nan
2025-11-08T12:32:36.559597,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,689.1,97.0,79.0,-0.7,-0.2,22.3,12.6,2134.0,-105.0,-91.0,36.45939,36.58344,33.2464,29.84733,nan,nan,nan,nan
2025-11-08T12:32:36.739338,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,689.1,97.0,79.0,-0.7,-0.2,22.3,12.6,2115.0,-118.0,-87.0,36.47179,36.58344,33.27121,29.85973,nan,nan,nan,nan
2025-11-08T12:32:36.739432,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,688.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2113.0,-118.0,-74.0,36.43458,36.50901,33.30843,29.87214,nan,nan,nan,nan
2025-11-08T12:32:36.750842,TELEMETRY,0.0,0.0,0.0,-6.1,11.9,76.2,79.1,688.2,97.0,79.0,-0.7,-0.2,22.3,12.6,2116.0,-102.0,-71.0,36.4966,36.45939,33.32083,29.87214,nan,nan,nan,nan
