timestamp,RPM,MPH,Gear,Throttle,Brake
2025-09-11T19:45:05.523646,6156.0,7.6,1.0,,
2025-09-11T19:45:05.523715,6148.0,7.6,1.0,,
2025-09-11T19:45:05.523754,6138.0,nan,1.0,,
2025-09-11T19:45:05.523781,6132.0,7.6,1.0,,
2025-09-11T19:45:05.523804,6116.0,7.6,1.0,,
2025-09-11T19:45:05.526974,6124.0,7.6,1.0,,
2025-09-11T19:45:05.534453,6114.0,7.6,1.0,,
2025-09-11T19:45:05.542628,6125.0,7.6,1.0,,
2025-09-11T19:45:05.571928,6133.0,7.6,1.0,,
2025-09-11T19:45:05.589955,6150.0,nan,1.0,,
2025-09-11T19:45:05.615780,6125.0,7.6,1.0,,
2025-09-11T19:45:05.624619,6095.0,7.6,1.0,,
2025-09-11T19:45:05.642185,6052.0,7.6,nan,,
2025-09-11T19:45:05.661527,6016.0,7.6,1.0,,
2025-09-11T19:45:05.689664,5989.0,7.6,1.0,,
2025-09-11T19:45:05.709476,5967.0,7.6,1.0,,
2025-09-11T19:45:05.725140,5939.0,7.5,1.0,,
2025-09-11T19:45:05.741607,5910.0,7.5,1.0,,
2025-09-11T19:45:05.763845,5859.0,7.5,1.0,,
2025-09-11T19:45:05.781862,5823.0,nan,1.0,,
2025-09-11T19:45:05.802895,5769.0,7.4,1.0,,
2025-09-11T19:45:05.830410,5718.0,nan,1.0,,
2025-09-11T19:45:05.841968,5697.0,7.4,1.0,,
2025-09-11T19:45:05.872757,5593.0,7.4,1.0,,
2025-09-11T19:45:05.882030,5561.0,7.3,nan,,
2025-09-11T19:45:05.925951,5463.0,7.3,nan,,
2025-09-11T19:45:05.941048,5449.0,7.3,nan,,
2025-09-11T19:45:05.951481,5512.0,7.1,nan,,
2025-09-11T19:45:05.962006,5577.0,nan,1.0,,
2025-09-11T19:45:05.979953,nan,7.1,1.0,,
2025-09-11T19:45:06.001885,5785.0,nan,1.0,,
2025-09-11T19:45:06.026062,5845.0,7.1,1.0,,
2025-09-11T19:45:06.061908,5857.0,7.1,1.0,,
2025-09-11T19:45:06.078033,5886.0,7.1,1.0,,
2025-09-11T19:45:06.091300,5897.0,7.1,1.0,,
2025-09-11T19:45:06.104129,5962.0,7.1,1.0,,
2025-09-11T19:45:06.122067,6029.0,7.1,1.0,,
2025-09-11T19:45:06.148407,6061.0,nan,1.0,,
2025-09-11T19:45:06.166637,6107.0,7.1,1.0,,
2025-09-11T19:45:06.202086,6139.0,nan,1.0,,
2025-09-11T19:45:06.202146,6110.0,7.3,1.0,,
2025-09-11T19:45:06.228687,6047.0,7.3,1.0,,
2025-09-11T19:45:06.249013,nan,7.4,1.0,,
2025-09-11T19:45:06.261820,5969.0,7.4,1.0,,
2025-09-11T19:45:06.283824,5953.0,nan,1.0,,
2025-09-11T19:45:06.302531,5911.0,7.4,1.0,,
2025-09-11T19:45:06.322498,nan,nan,nan,,
2025-09-11T19:45:06.343946,5920.0,7.4,1.0,,
2025-09-11T19:45:06.361457,nan,7.4,1.0,,
