timestamp,type,value
2025-09-11T21:53:36.105039,MARKER,ashton Skidpad
2025-09-11T21:53:39.401300,GATE_TRIGGER,5.778
2025-09-11T21:53:44.897220,GATE_TRIGGER,5.499
2025-09-11T21:53:50.268673,GATE_TRIGGER,5.373
2025-09-11T21:53:55.567257,GATE_TRIGGER,5.297
2025-09-11T21:54:19.270161,GATE_TRIGGER,5.549
2025-09-11T21:54:24.777827,GATE_TRIGGER,5.507
2025-09-11T21:54:30.199127,GATE_TRIGGER,5.416
2025-09-11T21:54:35.590850,GATE_TRIGGER,5.389
2025-09-11T21:55:06.763859,GATE_TRIGGER,5.487
2025-09-11T21:55:12.054270,GATE_TRIGGER,5.292
2025-09-11T21:55:17.344763,CONE,1
2025-09-11T21:55:17.386472,GATE_TRIGGER,5.334
2025-09-11T21:55:19.411350,CONE,1
2025-09-11T21:58:16.672160,GATE_TRIGGER,5.718
2025-09-11T21:58:22.397254,GATE_TRIGGER,5.706
2025-09-11T21:58:28.103748,GATE_TRIGGER,5.509
2025-09-11T21:58:33.377359,GATE_TRIGGER,5.491
2025-09-11T21:58:38.836196,GATE_TRIGGER,5.46
2025-09-11T21:59:05.474743,GATE_TRIGGER,5.604
2025-09-11T21:59:11.013673,GATE_TRIGGER,5.539
2025-09-11T21:59:16.415845,GATE_TRIGGER,5.399
2025-09-11T21:59:21.793669,GATE_TRIGGER,5.382
