timestamp,type,RPM,VSS,Gear,STR,TPS,CLT1,CLT2,OilTemp,MAP,MAT,FuelPres,OilPres,AFR,BatV,AccelZ,AccelX,AccelY,FR_Shock,FL_Shock,RR_Shock,RL_Shock,GPS_Lat,GPS_Lon,GPS_Heading,GPS_Speed,GPS_Sats
2025-11-08T14:04:07.787553,TELEMETRY,7430.0,8.9,1.0,-4.0,101.5,207.3,153.4,284.5,91.1,107.0,41.5,58.2,14.2,12.8,1.009766,0.671875,0.054199,34.66061,32.14232,25.00923,23.52059,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:07.787720,TELEMETRY,7989.0,9.3,1.0,-4.0,101.5,207.3,153.4,284.1,90.1,107.0,41.7,58.9,14.2,12.8,1.467285,-0.084961,0.814453,34.77226,32.14232,24.31453,23.29729,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:07.888563,TELEMETRY,8234.0,9.7,1.0,-4.0,101.5,207.3,153.4,283.7,89.3,107.0,43.1,62.3,13.6,12.8,0.938965,-0.221191,1.158203,35.11961,32.41524,23.47096,23.01196,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.025425,TELEMETRY,8519.0,10.1,1.0,-2.9,101.5,207.3,153.5,283.9,87.7,107.0,43.4,66.5,12.9,12.8,1.652344,-0.05127,0.575684,35.3181,32.48967,23.12361,22.60259,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.025524,TELEMETRY,9383.0,10.1,1.0,-2.6,101.5,207.3,153.5,283.9,87.9,107.0,43.4,66.5,12.9,12.8,0.664551,0.07959,0.895996,35.41734,32.7874,22.76386,21.83346,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.025559,TELEMETRY,9383.0,11.0,1.0,-3.3,101.5,207.3,153.5,283.2,87.8,107.0,43.3,58.1,13.0,12.8,0.689941,0.121582,1.761719,35.59101,33.4821,22.66462,21.84586,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.062068,TELEMETRY,9830.0,11.0,1.0,-2.6,99.8,207.3,153.5,283.1,87.7,107.0,43.7,39.8,12.7,12.8,1.640625,-0.080078,1.59668,35.61582,33.2464,22.34208,21.238,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.214735,TELEMETRY,9086.0,12.0,1.0,-2.2,15.0,207.3,153.5,283.1,43.8,107.0,43.4,34.8,12.7,12.8,0.657227,-0.52832,0.141602,35.41734,32.99829,23.18564,22.96234,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.272082,TELEMETRY,8780.0,11.8,1.0,-2.6,14.1,207.3,153.5,283.1,38.9,107.0,40.3,29.5,12.9,12.8,1.433105,1.07666,1.507324,34.42491,32.35321,24.84796,25.1705,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.309498,TELEMETRY,7684.0,12.4,1.0,-2.6,28.7,207.3,153.5,282.8,49.2,107.0,42.2,29.7,12.9,12.8,1.156738,-0.001953,1.188477,34.72264,32.68816,24.19048,24.20288,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.309885,TELEMETRY,7684.0,12.4,2.0,-1.2,43.8,207.3,153.5,282.9,81.1,107.0,41.5,31.6,12.5,12.8,1.427246,-0.114746,0.439941,34.93353,33.33324,24.02921,23.71907,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.342781,TELEMETRY,7226.0,13.1,2.0,-1.2,43.8,207.3,153.5,282.9,91.6,107.0,41.3,33.1,12.1,12.8,1.101074,-0.169922,0.11084,34.92112,33.08513,24.41377,24.11604,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.419028,TELEMETRY,7264.0,13.0,2.0,-0.8,97.6,207.3,153.5,282.3,91.5,107.0,41.9,41.1,10.7,12.8,1.05957,0.73584,-0.111328,34.72264,33.03551,24.57504,23.94237,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.462412,TELEMETRY,7264.0,13.2,2.0,-0.8,101.3,207.3,153.5,282.9,91.1,107.0,41.5,47.1,10.1,12.8,1.226074,-0.579102,0.975098,35.06999,32.83702,24.43858,22.34208,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.513534,TELEMETRY,7422.0,13.4,2.0,0.2,101.3,207.3,153.7,282.9,91.3,107.0,41.1,52.6,9.9,12.8,0.702637,-0.31543,0.247559,35.42974,32.93626,24.10364,23.01196,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.549157,TELEMETRY,7737.0,13.4,2.0,-1.2,101.3,207.3,153.8,282.7,90.8,107.0,42.0,55.5,9.0,12.8,0.60498,-0.266602,0.425781,35.14442,32.61372,24.41377,24.31453,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.621775,TELEMETRY,7737.0,13.6,2.0,-1.9,101.3,207.3,153.8,282.7,90.0,107.0,42.2,57.7,13.2,12.8,0.705078,0.083984,0.487305,35.29329,32.88664,24.17807,23.96718,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.648434,TELEMETRY,8033.0,13.6,2.0,-2.2,101.3,207.3,153.8,282.8,90.0,107.0,42.6,57.9,15.1,12.8,0.644531,-0.689941,2.085449,35.54139,32.98589,23.71907,22.77626,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.717380,TELEMETRY,8209.0,14.3,2.0,-2.2,101.3,207.3,153.8,282.1,89.7,107.0,41.9,58.9,15.2,12.8,1.60498,0.476563,0.369141,36.0252,32.68816,24.41377,23.35932,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.763236,TELEMETRY,8209.0,14.3,2.0,-2.2,101.3,207.3,153.8,282.7,89.7,107.0,41.6,61.1,13.1,12.8,-0.427246,-0.73291,1.273926,35.85152,32.84943,24.76112,23.61983,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.818249,TELEMETRY,8209.0,14.8,2.0,-2.2,101.3,207.3,153.8,282.6,88.3,107.0,43.5,62.6,13.1,12.8,1.269043,0.317871,1.995605,35.65304,32.75018,23.29729,22.97475,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.859282,TELEMETRY,8611.0,14.8,2.0,-2.2,101.4,207.3,153.8,282.6,88.3,107.0,43.5,62.6,13.1,12.8,1.715332,-0.248535,-0.055176,36.01279,32.83702,21.33724,22.54056,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.963294,TELEMETRY,8822.0,14.8,2.0,-2.2,101.4,207.3,153.8,282.1,87.9,107.0,42.8,65.1,13.7,12.8,1.302246,-0.326172,0.259277,36.06242,33.2464,23.01196,22.14359,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:08.986272,TELEMETRY,8942.0,14.8,2.0,-2.2,101.5,207.3,153.8,282.1,87.8,107.0,40.9,65.8,13.6,12.8,1.076172,-0.790039,0.966797,35.69025,33.30843,24.15326,22.90032,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.021463,TELEMETRY,9174.0,14.8,2.0,-3.6,101.5,207.3,154.0,282.1,87.8,107.0,42.3,65.1,13.6,12.8,0.962402,0.828613,0.441895,35.64063,33.2588,24.51302,22.97475,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.092565,TELEMETRY,9287.0,16.4,2.0,-3.6,101.5,207.3,154.0,282.1,87.9,107.0,42.3,65.1,13.6,12.8,0.791992,0.643555,0.661133,35.81431,33.34564,23.40894,22.23043,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.270152,TELEMETRY,9372.0,16.4,2.0,-5.4,101.5,207.3,154.0,282.5,87.8,107.0,42.8,58.9,12.9,12.8,1.446289,-0.233398,0.293945,35.62823,33.43248,23.96718,22.91272,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.270238,TELEMETRY,9557.0,16.9,2.0,-4.7,101.5,207.3,154.1,282.5,87.8,107.0,41.2,64.2,12.6,12.8,0.992676,0.138672,0.672363,35.54139,33.33324,24.4882,23.52059,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.270327,TELEMETRY,9711.0,16.9,2.0,-4.7,101.5,207.3,154.1,283.0,87.5,107.0,41.4,66.8,12.6,12.8,0.649414,0.522461,1.087402,35.52899,33.03551,23.7935,23.3221,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.289978,TELEMETRY,9854.0,17.4,2.0,-2.6,101.5,207.3,154.2,282.5,87.5,107.0,43.1,65.8,12.6,12.8,1.990234,-0.052734,-0.40332,35.21885,32.73778,23.50818,20.5557,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.305396,TELEMETRY,9905.0,17.6,2.0,-4.3,101.5,207.3,154.2,282.5,87.7,107.0,43.1,65.8,12.6,12.8,1.288574,-0.362305,1.11084,35.34291,33.18437,23.35932,22.88791,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.401480,TELEMETRY,10023.0,17.8,2.0,-2.2,101.5,207.3,154.2,281.9,87.7,107.0,43.9,51.4,13.1,12.7,1.563477,0.206543,0.404785,35.66544,33.09753,22.97475,23.26007,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.402980,TELEMETRY,10136.0,17.8,2.0,-2.6,101.5,207.3,154.2,281.9,88.1,107.0,43.9,51.4,13.1,12.7,0.487305,-0.467773,-0.339844,35.81431,33.09753,24.37656,24.58745,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.475890,TELEMETRY,10256.0,18.3,2.0,-1.2,101.5,207.3,154.2,281.9,88.1,107.0,43.9,51.4,13.1,12.7,0.487305,-0.467773,-0.339844,35.42974,32.98589,24.55023,24.7115,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.532409,TELEMETRY,10331.0,18.5,2.0,-1.2,101.5,207.3,154.2,281.5,88.1,107.0,40.8,66.4,13.1,12.7,0.530273,0.390137,0.540527,35.29329,32.51448,24.55023,24.27731,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.603391,TELEMETRY,10331.0,18.7,2.0,0.9,101.5,207.3,154.5,281.8,88.3,107.0,40.0,65.6,13.4,12.7,0.802734,0.194824,0.633301,35.3305,32.26637,23.22286,22.93753,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.618907,TELEMETRY,10331.0,18.7,2.0,-0.8,101.5,206.9,154.4,281.8,88.4,107.0,42.0,69.5,13.4,12.7,1.729492,0.012695,0.574707,35.86393,32.53929,22.28005,22.19321,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.644217,TELEMETRY,10619.0,19.1,2.0,-0.8,101.5,206.7,154.4,281.8,88.2,107.0,42.0,69.5,13.4,12.7,1.008789,0.496094,1.187012,35.3305,32.58891,23.74388,22.92513,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.787084,TELEMETRY,10654.0,19.3,2.0,-2.2,101.5,206.7,154.5,281.6,88.4,107.0,46.1,70.1,13.0,12.7,1.862305,-0.723633,0.777344,35.29329,32.92386,25.75355,23.12361,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.800654,TELEMETRY,10841.0,19.3,2.0,-4.0,101.5,206.7,154.5,281.2,88.4,107.0,44.3,70.8,13.2,12.7,0.741699,-0.085449,1.609863,34.8591,32.52689,25.10847,22.72664,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:09.819780,TELEMETRY,10841.0,19.5,2.0,-3.3,101.5,206.6,154.5,281.3,88.5,107.0,39.7,70.9,13.1,12.7,-0.02832,0.170898,0.879395,35.08239,32.61372,24.55023,23.49578,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:37.266949,TELEMETRY,6605.0,7.9,1.0,-3.6,32.9,197.4,165.8,280.1,77.2,107.8,41.4,46.1,10.1,12.8,1.104492,-0.133301,1.128906,34.67302,32.04308,27.72601,25.76596,0.0,0.0,nan,nan,0.0
2025-11-08T14:04:54.745259,TELEMETRY,3802.0,0.0,0.0,-25.4,14.1,201.8,167.0,272.2,68.1,108.3,41.4,21.1,13.2,12.8,1.310059,-0.054688,-0.04541,32.81221,29.12781,31.38559,28.24703,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:05.405038,TELEMETRY,5229.0,2.9,1.0,95.3,23.5,215.8,165.2,264.9,79.6,108.3,40.3,31.1,11.0,12.8,1.427734,0.282715,0.115234,36.9556,29.58681,31.65851,27.27941,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:05.644870,TELEMETRY,5296.0,2.9,1.0,95.3,42.4,215.8,165.2,264.3,89.2,108.3,40.7,33.1,11.4,12.8,0.949219,0.124512,0.489258,37.79917,32.15472,29.37592,23.0864,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:06.158702,TELEMETRY,5151.0,2.9,1.0,95.3,32.9,215.8,165.2,264.5,86.8,108.3,42.5,32.9,11.2,12.8,1.058105,0.27832,0.417969,37.51385,30.92659,30.82735,24.22769,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:06.325144,TELEMETRY,4812.0,3.6,1.0,95.3,33.5,215.8,165.2,264.1,86.6,108.3,40.6,31.2,10.7,12.8,1.644043,0.911621,0.302246,36.78193,29.57441,27.32903,20.81622,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:06.413340,TELEMETRY,4812.0,3.6,1.0,95.3,33.5,215.8,165.2,264.1,86.6,108.3,40.6,31.2,10.7,12.8,0.678711,0.163574,0.018555,38.35741,30.7033,27.78803,21.03951,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.123682,TELEMETRY,4622.0,4.5,1.0,95.6,49.5,215.8,165.2,264.6,93.4,108.3,41.6,27.9,13.3,12.8,-1.135742,0.090332,0.009277,36.80674,31.62129,29.85973,20.75419,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.141326,TELEMETRY,4517.0,5.0,1.0,95.3,27.9,215.8,165.2,264.1,88.9,108.3,41.5,28.5,11.8,12.8,1.477539,0.573242,0.761719,38.90325,32.08029,28.69363,13.6335,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.161428,TELEMETRY,4370.0,5.1,1.0,95.3,25.7,215.8,165.2,264.1,84.2,108.3,41.8,25.6,10.1,12.8,1.12207,0.659668,0.142578,38.96527,31.96865,30.54203,16.44952,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.206565,TELEMETRY,4212.0,5.1,1.0,95.3,28.8,215.8,165.2,264.1,85.3,108.5,42.0,25.1,10.0,12.8,0.686035,0.708496,0.365723,38.64273,31.44762,32.63853,22.77626,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.252217,TELEMETRY,4272.0,5.2,1.0,95.3,26.8,215.8,165.2,264.7,84.7,108.6,42.3,24.5,13.2,12.8,0.546387,0.523438,-0.260254,38.804,32.36562,35.87634,20.89065,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.638141,TELEMETRY,4297.0,5.2,1.0,94.9,24.9,215.8,165.2,264.7,82.5,108.6,42.3,24.5,13.2,12.8,0.499512,0.884766,-0.444336,37.42701,30.76532,35.46696,21.90789,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.638506,TELEMETRY,4049.0,5.1,1.0,94.9,20.8,215.8,165.2,264.9,80.2,108.6,42.2,23.0,13.3,12.8,0.98291,0.585938,-0.491699,37.97284,29.21465,36.58344,23.43375,0.0,0.0,nan,nan,0.0
2025-11-08T14:05:07.756785,TELEMETRY,4116.0,5.1,1.0,95.3,20.8,215.8,165.2,265.1,79.9,108.5,41.3,23.6,12.1,12.8,1.481934,1.413574,0.157715,37.10447,28.8673,36.65788,19.71214,0.0,0.0,nan,nan,0.0
